time,ds_id,lon,lat
8,3,118.88172,24.854793
8,3,119.03006,24.864738
8,3,118.842074,24.710671
8,3,119.109179,24.792606
8,3,118.98703,24.664447
8,3,119.227736,24.83803
8,3,118.960012,24.845846
8,3,118.890925,24.747127
8,3,118.970148,24.638535
8,3,119.079047,24.837399
8,3,119.168657,24.91798
8,3,118.802658,24.648416
16,3,118.881849,24.854313
16,3,119.031187,24.865165
16,3,118.841993,24.710254
16,3,119.108874,24.791107
16,3,118.990537,24.664227
16,3,119.227259,24.835377
16,3,118.959277,24.844678
16,3,118.892598,24.7469
16,3,118.96841,24.637244
16,3,119.080551,24.838585
16,3,119.169548,24.915746
16,3,118.804674,24.648225
16,3,118.82315,24.800719
16,3,118.957497,24.66462
24,3,118.882449,24.853799
24,3,119.032333,24.865606
24,3,118.841895,24.709848
24,3,119.110971,24.792552
24,3,118.98956,24.662699
24,3,119.227223,24.833734
24,3,118.959982,24.844155
24,3,118.893268,24.746688
24,3,118.968282,24.636298
24,3,119.081096,24.838503
24,3,119.170761,24.916481
24,3,118.805863,24.648226
24,3,118.822928,24.800832
32,3,118.882908,24.853319
32,3,118.845839,24.708589
32,3,119.111568,24.792015
32,3,118.989766,24.661597
32,3,119.22761,24.833076
32,3,118.959452,24.84308
32,3,119.083427,24.841218
32,3,119.17191,24.915139
32,3,118.809062,24.647619
32,3,118.822673,24.801026
32,3,118.958403,24.663373
40,3,119.034139,24.865934
40,3,118.845841,24.708175
40,3,119.114181,24.7939
40,3,118.989553,24.660266
40,3,119.22772,24.831613
40,3,118.957876,24.841395
40,3,118.896094,24.746159
40,3,118.968462,24.634437
40,3,119.083825,24.840666
40,3,119.173297,24.916332
40,3,118.824131,24.800486
40,3,118.954935,24.662055
48,3,118.847695,24.707345
48,3,119.114933,24.793706
48,3,118.991194,24.659422
48,3,119.228971,24.83325
48,3,118.959105,24.841349
48,3,118.896473,24.745825
48,3,118.972192,24.634208
48,3,119.085677,24.842574
48,3,119.174407,24.915391
48,3,118.807625,24.64856
48,3,118.82588,24.799896
48,3,118.956484,24.661587
56,3,118.885644,24.85168
56,3,118.846154,24.707226
56,3,119.113682,24.791094
56,3,118.992117,24.658514
56,3,119.228732,24.831178
56,3,118.958256,24.840218
56,3,118.897213,24.745607
56,3,118.968206,24.632395
56,3,119.086618,24.843133
56,3,119.175455,24.914288
56,3,118.809486,24.648309
56,3,118.826165,24.799839
56,3,118.95728,24.661018
64,3,118.886065,24.851241
64,3,119.036587,24.865979
64,3,118.848286,24.706355
64,3,119.115556,24.792115
64,3,118.991707,24.6572
64,3,119.228428,24.828716
64,3,118.958142,24.839258
64,3,118.899817,24.745444
64,3,118.96863,24.631598
64,3,119.086874,24.842517
64,3,119.176541,24.913437
64,3,118.812005,24.648057
64,3,118.827113,24.799458
64,3,118.957688,24.660396
72,3,118.886738,24.85075
72,3,119.037823,24.866676
72,3,119.117493,24.793413
72,3,118.990993,24.655709
72,3,119.22916,24.828949
72,3,118.899359,24.745151
72,3,118.970176,24.630948
72,3,119.087406,24.842497
72,3,119.177717,24.91308
72,3,118.815932,24.64745
72,3,118.827729,24.799302
80,3,118.887562,24.850166
80,3,119.038407,24.866465
80,3,118.850548,24.70496
80,3,119.117861,24.79263
80,3,118.990921,24.65447
80,3,119.229325,24.828109
80,3,118.95733,24.837235
80,3,118.900447,24.744856
80,3,118.966865,24.629237
80,3,119.089701,24.844926
80,3,119.179083,24.914077
80,3,118.813786,24.648221
80,3,118.829017,24.798857
80,3,118.953833,24.658126
88,3,118.887523,24.849617
88,3,119.039561,24.866821
88,3,118.850473,24.704504
88,3,119.229606,24.827108
88,3,118.957683,24.836775
88,3,118.901147,24.744622
88,3,119.180087,24.911866
88,3,118.814779,24.648217
88,3,118.829116,24.798841
88,3,118.951886,24.657176
96,3,118.88847,24.849151
96,3,119.040133,24.866312
96,3,118.85055,24.703977
96,3,119.119798,24.792814
96,3,119.229136,24.824451
96,3,118.957217,24.835627
96,3,118.903023,24.744329
96,3,118.967553,24.627414
96,3,119.091515,24.845936
96,3,119.180824,24.90917
96,3,118.817674,24.64785
96,3,118.829124,24.798867
96,3,118.952113,24.656455
104,3,118.888768,24.848522
104,3,119.04131,24.867066
104,3,118.853195,24.703042
104,3,119.12121,24.793544
104,3,118.991087,24.650725
