time,ds_id,lon,lat
6,1,119.930057,26.3929
6,1,119.927842,26.322974
6,1,120.049636,26.383154
6,1,120.045895,26.376786
6,1,120.028566,26.447683
6,1,120.068286,26.437726
6,1,120.049462,26.437962
6,1,119.988617,26.3225
6,1,119.96854,26.456197
6,1,120.097573,26.429467
6,1,120.046448,26.384992
6,1,120.177303,26.33787
6,1,119.984883,26.368278
12,1,119.926158,26.394182
12,1,119.928488,26.322962
12,1,120.049435,26.382744
12,1,120.048273,26.37439
12,1,120.027746,26.448146
12,1,120.066551,26.438049
12,1,120.048438,26.438595
12,1,119.989829,26.322167
12,1,119.969115,26.455057
12,1,120.098129,26.428798
12,1,120.177038,26.336863
18,1,119.930541,26.391486
18,1,119.930524,26.322073
18,1,120.052035,26.380395
18,1,120.049156,26.373011
18,1,120.024413,26.450099
18,1,120.046804,26.439723
18,1,119.992327,26.320944
18,1,119.969343,26.454033
18,1,120.04506,26.384051
18,1,119.988274,26.364114
24,1,119.932176,26.321379
24,1,120.050448,26.380951
24,1,120.048792,26.372647
24,1,120.027596,26.448346
24,1,120.065417,26.437138
24,1,120.051189,26.43696
24,1,119.989894,26.323081
24,1,119.967134,26.454287
24,1,120.099351,26.427355
24,1,120.172913,26.338615
24,1,119.988101,26.363191
30,1,119.930403,26.390265
30,1,119.932243,26.321615
30,1,120.051104,26.379932
30,1,120.047505,26.372895
30,1,120.029711,26.447042
30,1,120.069619,26.43341
30,1,120.048293,26.438813
30,1,119.990317,26.323316
30,1,119.968161,26.452967
30,1,120.096041,26.429512
30,1,120.048528,26.37961
30,1,120.173359,26.336751
30,1,119.985721,26.363713
36,1,119.932006,26.38885
36,1,119.933684,26.321005
36,1,120.049983,26.38019
36,1,120.047469,26.372316
36,1,120.029799,26.446935
36,1,120.067362,26.434119
36,1,120.050227,26.437646
36,1,119.994577,26.320872
36,1,119.969693,26.451339
36,1,120.10152,26.42521
36,1,120.049432,26.377943
36,1,120.172105,26.336844
36,1,119.988049,26.361222
42,1,119.929458,26.389447
42,1,119.934013,26.321137
42,1,120.050133,26.379637
42,1,120.047363,26.371712
42,1,120.027307,26.448403
42,1,120.070075,26.431482
42,1,120.055653,26.434224
42,1,119.99589,26.320306
42,1,119.971077,26.449862
42,1,120.101744,26.424766
42,1,120.044328,26.380582
42,1,120.172786,26.334849
48,1,119.924603,26.391214
48,1,119.931584,26.322811
48,1,120.049324,26.379519
48,1,120.047164,26.371153
48,1,120.028477,26.447812
48,1,120.06877,26.431482
48,1,120.053313,26.435755
48,1,119.993203,26.322886
48,1,119.96652,26.451176
48,1,120.099361,26.426231
48,1,120.045825,26.378516
48,1,120.17116,26.335215
48,1,119.989228,26.358432
54,1,120.049075,26.379222
54,1,120.049485,26.368786
54,1,120.024383,26.450149
54,1,120.069161,26.430446
54,1,120.055957,26.43396
54,1,119.996959,26.3207
54,1,119.971706,26.447823
54,1,120.101137,26.424622
54,1,120.046013,26.377425
54,1,120.170985,26.334029
54,1,119.987391,26.358586
60,1,119.930579,26.387084
60,1,119.936051,26.320778
60,1,120.048432,26.36887
60,1,120.070846,26.428312
60,1,120.053109,26.435947
60,1,119.97034,26.44762
60,1,120.103238,26.422768
60,1,120.047195,26.375676
60,1,120.171137,26.332638
60,1,119.986162,26.358366
66,1,119.935768,26.321214
66,1,120.051544,26.376347
66,1,120.050681,26.366587
66,1,120.027315,26.44847
66,1,120.066962,26.430162
66,1,120.056972,26.433391
66,1,119.996469,26.322049
66,1,119.968546,26.447612
66,1,120.04898,26.37332
66,1,120.169816,26.332775
66,1,119.987334,26.356693
72,1,119.930178,26.386036
72,1,119.934199,26.322367
72,1,120.0549,26.37337
72,1,120.031681,26.445842
72,1,120.071896,26.425926
72,1,120.055639,26.434251
72,1,119.99783,26.321556
72,1,119.968533,26.446758
72,1,120.100732,26.424075
72,1,120.048618,26.372572
72,1,120.171827,26.329267
72,1,119.989252,26.354338
78,1,119.933176,26.383959
78,1,119.936699,26.321278
78,1,120.051624,26.375174
78,1,120.029425,26.447239
78,1,120.067561,26.428115
78,1,120.055381,26.434461
78,1,119.997624,26.32232
78,1,119.971459,26.444481
78,1,120.102024,26.422809
78,1,120.044632,26.374541
78,1,120.169875,26.330115
78,1,119.984854,26.356144
84,1,119.928137,26.385781
84,1,119.938892,26.320214
84,1,120.05394,26.372893
84,1,120.027649,26.448233
84,1,120.069496,26.425924
84,1,120.057288,26.433283
84,1,120.000195,26.320949
84,1,119.973495,26.442573
84,1,120.101839,26.422741
84,1,120.042567,26.375016
84,1,120.170797,26.327691
84,1,119.98536,26.35489
90,1,119.930022,26.384284
90,1,119.940353,26.319645
90,1,120.052857,26.373267
90,1,120.024703,26.449962
90,1,120.065452,26.427952
90,1,120.056994,26.433523
90,1,119.999477,26.321978
90,1,120.099447,26.424098
90,1,120.042376,26.374133
90,1,120.169524,26.327774
90,1,119.983495,26.354993
96,1,119.926433,26.385381
96,1,119.937508,26.321608
96,1,120.053639,26.372093
96,1,120.050216,26.363583
96,1,120.025735,26.449307
96,1,120.067215,26.42584
96,1,120.058942,26.43228
96,1,119.997341,26.324025
96,1,119.971262,26.441979
96,1,120.103388,26.420878
96,1,120.04571,26.370732
96,1,120.166801,26.329433
96,1,119.982806,26.354475
102,1,119.92968,26.383153
102,1,119.940112,26.320356
102,1,120.04951,26.363488
102,1,120.027398,26.448343
102,1,120.068696,26.423967
102,1,120.062311,26.430044
102,1,120.000659,26.322245
102,1,119.969748,26.441935
102,1,120.106066,26.418658
102,1,120.048618,26.367603
102,1,120.168758,26.326021
102,1,119.985401,26.351811
108,1,119.927143,26.38376
108,1,119.94333,26.318757
108,1,120.054557,26.370283
108,1,120.049185,26.362961
108,1,120.029208,26.447325
108,1,120.06718,26.424233
108,1,120.060693,26.431217
108,1,120.000239,26.323002
108,1,120.107996,26.416857
108,1,120.046941,26.367838
108,1,119.986034,26.350357
114,1,119.924838,26.384271
114,1,120.054211,26.370005
114,1,120.051245,26.360823
114,1,120.069647,26.421641
114,1,120.060069,26.431615
114,1,120.00399,26.320862
114,1,119.972112,26.438999
114,1,120.105046,26.41886
114,1,120.047168,26.36668
114,1,120.168286,26.323789
