time,ds_id,lon,lat
6,2,119.927849,26.393519
6,2,118.883883,24.851738
6,2,119.030888,24.863451
6,2,119.925231,26.322434
6,2,120.046589,26.384529
6,2,119.106218,24.794569
6,2,120.039993,26.376978
6,2,119.225772,24.837563
6,2,120.021165,26.449232
6,2,120.06427,26.43888
6,2,120.045819,26.439136
6,2,118.955086,24.850413
6,2,119.992677,26.321289
6,2,119.961631,26.456994
6,2,120.096356,26.429779
6,2,120.050404,26.383438
6,2,119.083625,24.834167
6,2,120.178193,26.338343
6,2,119.169248,24.917144
6,2,119.988632,26.36606
12,2,118.881945,24.854245
12,2,119.031535,24.863679
12,2,119.930295,26.32194
12,2,120.050931,26.38289
12,2,119.108984,24.792936
12,2,120.045611,26.375024
12,2,119.226707,24.836219
12,2,120.025574,26.448406
12,2,120.064942,26.437733
12,2,120.051881,26.437608
12,2,118.961474,24.842904
12,2,119.987673,26.322404
12,2,119.967524,26.455352
12,2,120.098319,26.428681
12,2,120.044745,26.383814
12,2,119.076727,24.841348
12,2,120.172916,26.339324
12,2,119.168114,24.918436
18,2,119.931445,26.391873
18,2,119.028121,24.867831
18,2,119.93039,26.321879
18,2,120.053534,26.381551
18,2,120.04793,26.373788
18,2,119.230398,24.833002
18,2,120.028723,26.447842
18,2,120.070054,26.435768
18,2,120.049934,26.437738
18,2,118.95584,24.848039
18,2,119.995031,26.321084
18,2,119.966416,26.454636
18,2,120.100211,26.427775
18,2,120.042198,26.383463
18,2,119.16978,24.917226
18,2,119.9895,26.364112
24,2,118.881501,24.855002
24,2,119.033775,24.863211
24,2,119.927274,26.322269
24,2,120.045612,26.38263
24,2,119.106174,24.796443
24,2,120.046259,26.373459
24,2,119.230256,24.832583
24,2,120.026908,26.448078
24,2,120.066891,26.435594
24,2,118.963044,24.839736
24,2,119.988177,26.322486
24,2,119.965761,26.453849
24,2,120.096277,26.428363
24,2,120.042413,26.382477
24,2,119.083756,24.837556
24,2,119.979657,26.36475
30,2,119.931644,26.390618
30,2,119.033433,24.86435
30,2,119.93297,26.321576
30,2,120.047584,26.381467
30,2,120.045771,26.372858
30,2,119.23402,24.829315
30,2,120.028219,26.447911
30,2,120.066048,26.434921
30,2,120.051565,26.436832
30,2,118.952929,24.849348
30,2,119.995056,26.32138
30,2,119.969071,26.452417
30,2,120.105464,26.42543
30,2,120.051732,26.379436
30,2,119.081306,24.840997
30,2,120.175414,26.335576
30,2,119.173888,24.914278
30,2,119.982916,26.363341
36,2,119.925524,26.39073
36,2,118.882765,24.853928
36,2,119.033687,24.864935
36,2,120.04541,26.381315
36,2,119.112307,24.792821
36,2,120.052538,26.37055
36,2,119.229665,24.831676
36,2,120.030771,26.447436
36,2,120.064983,26.434288
36,2,120.049865,26.43688
36,2,119.990581,26.322364
36,2,119.970669,26.451353
36,2,120.100852,26.426235
36,2,120.049495,26.379028
36,2,119.082515,24.841134
36,2,120.170831,26.336205
36,2,119.175083,24.913491
36,2,119.981215,26.362694
42,2,119.925496,26.390162
42,2,118.88716,24.849152
42,2,119.034431,24.865201
42,2,120.046213,26.380405
42,2,119.11934,24.787974
42,2,120.05414,26.369493
42,2,119.223428,24.835421
42,2,120.028227,26.4479
42,2,120.067413,26.432856
42,2,118.960622,24.839792
42,2,119.989915,26.322528
42,2,120.098165,26.426429
42,2,120.042235,26.379774
42,2,119.087458,24.83813
42,2,120.174406,26.334013
42,2,119.174827,24.913926
42,2,119.983674,26.361332
48,2,119.929972,26.38901
48,2,118.885129,24.851733
48,2,119.032716,24.867582
48,2,119.932155,26.321711
48,2,120.044059,26.380205
48,2,120.051264,26.36942
48,2,119.227854,24.831737
48,2,120.033522,26.446824
48,2,120.071003,26.431184
48,2,120.054824,26.43528
48,2,119.993781,26.322014
48,2,119.96498,26.450377
48,2,120.102339,26.424838
48,2,120.048496,26.377412
48,2,119.088199,24.838645
48,2,120.171797,26.333896
54,2,119.929141,26.38848
54,2,118.887112,24.849551
54,2,119.035615,24.865658
54,2,119.934178,26.321467
54,2,120.051139,26.377878
54,2,119.114443,24.79296
54,2,120.045134,26.370061
54,2,119.224248,24.833685
54,2,120.031606,26.447228
54,2,120.06836,26.430877
54,2,120.051548,26.43574
54,2,118.962868,24.835834
54,2,119.99704,26.321494
54,2,119.975445,26.448038
54,2,120.101533,26.424618
54,2,120.047699,26.376672
54,2,119.085386,24.842343
54,2,120.171436,26.333132
54,2,119.174996,24.914407
54,2,119.986176,26.359153
60,2,119.932414,26.387474
60,2,118.890745,24.84564
60,2,119.034505,24.867631
60,2,119.928728,26.322114
60,2,120.048593,26.377782
60,2,119.118362,24.790532
60,2,120.04932,26.368413
60,2,119.228566,24.830036
60,2,120.032386,26.447149
60,2,120.065993,26.430519
60,2,120.05657,26.434377
60,2,118.956289,24.841801
60,2,119.964177,26.448679
60,2,120.107312,26.422552
60,2,120.054559,26.37416
60,2,120.175881,26.330546
60,2,119.178734,24.911478
60,2,119.990287,26.357498
66,2,119.92774,26.387438
66,2,118.884323,24.853116
66,2,119.037482,24.865688
66,2,119.929767,26.322038
66,2,120.051676,26.376359
66,2,119.119718,24.790114
66,2,120.048066,26.367945
66,2,119.23212,24.826992
66,2,120.030569,26.447439
66,2,120.066877,26.429477
66,2,120.056701,26.434023
66,2,118.961293,24.83583
66,2,120.001664,26.320859
66,2,119.976378,26.446064
66,2,120.103657,26.423068
66,2,120.045296,26.375435
66,2,119.089824,24.840837
66,2,120.173272,26.330499
66,2,119.177002,24.913128
66,2,119.986456,26.357182
72,2,119.927735,26.386899
72,2,118.887627,24.849471
72,2,119.936433,26.321238
72,2,120.048926,26.376273
72,2,119.117815,24.792199
72,2,120.056843,26.365224
72,2,119.228735,24.828733
72,2,120.027273,26.448129
72,2,120.070475,26.427718
72,2,120.050952,26.435033
72,2,118.955457,24.841037
72,2,119.99594,26.322083
72,2,119.9663,26.446645
72,2,120.107694,26.421517
72,2,120.040529,26.375504
72,2,119.088468,24.843355
72,2,120.170796,26.330442
72,2,119.172391,24.917426
72,2,119.992858,26.355109
78,2,119.924124,26.386613
78,2,119.037672,24.867207
78,2,119.936985,26.321116
78,2,120.053441,26.374504
78,2,119.112768,24.796871
78,2,120.046195,26.366996
78,2,120.030251,26.447537
78,2,120.070085,26.42696
78,2,120.056422,26.433592
78,2,118.956906,24.838691
78,2,119.995742,26.322277
78,2,120.103776,26.422161
78,2,120.041874,26.374282
78,2,119.087761,24.845082
78,2,120.170586,26.329534
78,2,119.173049,24.917229
78,2,119.98426,26.35575
84,2,119.931867,26.385168
84,2,118.885752,24.851948
84,2,119.04143,24.864336
84,2,119.939532,26.320893
84,2,120.056065,26.373224
84,2,119.121721,24.790416
84,2,120.048492,26.365735
84,2,119.231201,24.825756
84,2,120.027233,26.448053
84,2,120.068382,26.426416
84,2,120.058682,26.43286
84,2,118.958346,24.836406
84,2,119.998755,26.32179
84,2,119.976769,26.443409
84,2,120.100147,26.422641
84,2,120.046794,26.37229
84,2,119.086038,24.847879
84,2,120.171333,26.32837
84,2,119.175886,24.91503
84,2,119.985243,26.354637
90,2,119.93018,26.384769
90,2,118.886549,24.851257
90,2,119.04101,24.865585
90,2,119.935038,26.321492
90,2,120.050342,26.373845
90,2,119.118102,24.793868
90,2,120.050971,26.364417
90,2,119.230126,24.825897
90,2,120.021649,26.449142
90,2,120.066256,26.426136
90,2,120.058865,26.432512
90,2,120.000664,26.321572
90,2,119.967082,26.443844
90,2,120.107824,26.420068
90,2,120.045855,26.371571
90,2,119.091084,24.844766
90,2,120.168939,26.328237
90,2,119.18292,24.909271
96,2,119.931369,26.384033
96,2,118.890776,24.846679
96,2,119.037041,24.870379
96,2,120.049668,26.373253
96,2,119.122677,24.79087
96,2,120.046685,26.364727
96,2,120.028133,26.447955
96,2,120.071118,26.424059
96,2,120.058916,26.432212
96,2,118.956368,24.836713
96,2,119.997606,26.322361
96,2,119.972247,26.442311
96,2,120.10544,26.420239
96,2,120.046219,26.370609
96,2,119.093169,24.844115
96,2,120.165594,26.328473
96,2,119.177531,24.91415
96,2,119.981705,26.353418
102,2,119.92918,26.383719
102,2,119.043506,24.864974
102,2,120.045424,26.373543
102,2,119.122412,24.791646
102,2,120.056397,26.361662
102,2,119.226504,24.827167
102,2,120.023406,26.448833
102,2,120.069394,26.423578
102,2,120.061116,26.431487
102,2,118.95633,24.835909
102,2,120.0002,26.321923
102,2,120.100862,26.421005
102,2,120.048426,26.369085
102,2,119.088728,24.849295
102,2,120.169708,26.326047
102,2,119.180522,24.911808
102,2,119.98781,26.351439
108,2,119.929256,26.383029
108,2,118.891678,24.846066
108,2,119.041355,24.867833
108,2,119.939352,26.320964
108,2,120.051069,26.371539
108,2,119.123229,24.791745
108,2,120.04672,26.363266
108,2,119.228498,24.825223
108,2,120.03251,26.447088
108,2,120.066356,26.423419
108,2,120.058591,26.431736
108,2,120.00056,26.321985
108,2,119.970928,26.440636
108,2,120.112342,26.417449
108,2,120.04139,26.369774
108,2,119.091097,24.848392
108,2,119.184008,24.909202
108,2,119.986475,26.350785
114,2,119.929887,26.382392
114,2,119.042027,24.868064
114,2,119.944389,26.320336
114,2,120.060384,26.368697
114,2,119.122502,24.792775
114,2,120.047953,26.362231
114,2,119.234198,24.820709
114,2,120.024866,26.448604
114,2,120.072956,26.420944
114,2,120.060159,26.431163
114,2,118.959055,24.831532
114,2,120.002139,26.321897
114,2,119.972294,26.439627
114,2,120.104484,26.419082
114,2,120.045973,26.36784
114,2,119.097972,24.843648
114,2,120.165807,26.325491
114,2,119.179658,24.913059
114,2,119.987959,26.349678
120,2,119.043387,24.867627
120,2,119.938572,26.321068
120,2,120.053984,26.369517
120,2,119.129246,24.788297
120,2,120.046672,26.3618
120,2,119.233482,24.820599
120,2,120.02592,26.448313
120,2,120.06927,26.421042
120,2,120.063778,26.430113
120,2,118.958214,24.831672
120,2,120.005729,26.321188
120,2,119.973711,26.438498
120,2,120.100461,26.419662
120,2,120.036181,26.36908
120,2,119.093663,24.848578
120,2,120.169577,26.323159
120,2,119.189084,24.905398
120,2,119.984781,26.349232
126,2,119.926967,26.381481
126,2,118.890476,24.847833
126,2,119.045478,24.866514
126,2,119.949985,26.319556
126,2,120.056138,26.368281
126,2,119.117986,24.797694
126,2,120.04942,26.360465
126,2,119.227873,24.823863
126,2,120.029231,26.447762
126,2,120.069833,26.419968
126,2,120.060273,26.43056
126,2,118.954033,24.835115
126,2,119.969017,26.438275
126,2,120.104603,26.418175
126,2,120.047906,26.365518
126,2,120.165942,26.323456
126,2,119.189484,24.905408
126,2,119.989484,26.347505
132,2,119.925064,26.381066
132,2,118.888374,24.850453
132,2,119.93868,26.321127
132,2,120.049794,26.369085
132,2,119.120148,24.796573
132,2,120.050442,26.35954
132,2,119.2295,24.821996
132,2,120.029957,26.447631
132,2,120.064289,26.420328
132,2,120.061892,26.429926
132,2,118.95598,24.832329
132,2,120.008306,26.321
132,2,119.971217,26.437103
132,2,120.112215,26.415578
132,2,120.044544,26.36537
132,2,119.094116,24.850652
132,2,120.168552,26.32163
132,2,119.184263,24.909989
132,2,119.980942,26.348007
138,2,119.044336,24.869381
138,2,119.942254,26.320671
138,2,120.059834,26.366002
138,2,119.124878,24.79351
138,2,120.045197,26.35995
138,2,119.232611,24.819329
138,2,120.033582,26.44684
138,2,120.069579,26.418264
138,2,120.061519,26.429871
138,2,118.960802,24.826628
138,2,120.002835,26.322241
138,2,119.967092,26.436746
138,2,120.107313,26.416465
138,2,120.040263,26.365398
138,2,119.099236,24.847438
138,2,120.166066,26.321525
138,2,119.186831,24.908141
138,2,119.981544,26.347032
144,2,119.927793,26.379577
144,2,118.890872,24.848005
144,2,119.045014,24.86962
144,2,119.943154,26.320525
144,2,120.056896,26.365939
144,2,119.125827,24.793365
144,2,120.055606,26.356877
144,2,119.229274,24.82101
144,2,120.032306,26.447146
144,2,120.070291,26.417256
144,2,120.067763,26.428145
144,2,118.954729,24.831846
144,2,119.972703,26.435043
144,2,120.110795,26.415006
144,2,119.100467,24.847576
144,2,119.186534,24.908643
144,2,119.984559,26.345555
150,2,119.92582,26.379203
150,2,119.044218,24.871198
150,2,119.941036,26.320842
150,2,120.056136,26.365477
150,2,119.129511,24.791128
150,2,119.231628,24.818741
150,2,120.022885,26.448866
150,2,120.074144,26.415467
150,2,120.061097,26.42937
150,2,118.955992,24.829809
150,2,120.009237,26.321229
150,2,119.968006,26.434837
150,2,120.108353,26.415202
150,2,120.043996,26.362659
150,2,119.098652,24.850437
150,2,120.162961,26.320749
150,2,119.192091,24.904208
150,2,119.978381,26.345737
156,2,119.927114,26.37841
156,2,118.892706,24.846201
156,2,119.946022,26.320198
156,2,120.048503,26.366576
156,2,119.128421,24.792538
156,2,120.055933,26.355337
156,2,119.237297,24.814266
156,2,120.027024,26.448121
156,2,120.062445,26.417324
156,2,120.062458,26.428849
156,2,118.949705,24.835427
156,2,120.009089,26.321405
156,2,119.966198,26.43424
156,2,120.109885,26.414312
156,2,120.046164,26.361366
156,2,119.098344,24.851834
156,2,120.165616,26.31888
156,2,119.190323,24.905964
162,2,119.927095,26.377904
162,2,118.894095,24.844889
162,2,119.047338,24.869858
162,2,119.944884,26.320329
162,2,120.057601,26.363723
162,2,119.130755,24.79141
162,2,120.052681,26.355351
162,2,119.236243,24.814408
162,2,120.031079,26.447358
162,2,120.064767,26.415875
162,2,120.067242,26.427464
162,2,118.953145,24.831093
162,2,120.008932,26.321571
162,2,119.971257,26.432628
162,2,120.045969,26.360459
162,2,119.189969,24.906496
162,2,119.983855,26.342919
168,2,119.924114,26.377598
168,2,118.893154,24.846099
168,2,119.04874,24.869306
168,2,119.949083,26.319831
168,2,119.126183,24.795497
168,2,120.050681,26.355083
168,2,119.232971,24.815996
168,2,120.026829,26.448204
168,2,120.066468,26.414611
168,2,120.06888,26.426813
168,2,118.956546,24.826771
168,2,120.009492,26.321557
168,2,119.970421,26.43188
168,2,120.110811,26.413123
168,2,120.045781,26.359532
168,2,119.10211,24.851051
168,2,120.162646,26.317983
168,2,119.19331,24.903959
168,2,119.9838,26.34204
174,2,119.92821,26.376493
174,2,118.89635,24.842747
174,2,119.045888,24.872899
174,2,120.057096,26.362429
174,2,119.1345,24.789694
174,2,120.050646,26.354413
174,2,119.234412,24.814443
174,2,120.031694,26.447257
174,2,120.073692,26.411997
174,2,120.070933,26.426052
174,2,118.952181,24.830506
174,2,120.015408,26.320548
174,2,119.974646,26.430388
174,2,120.108992,26.41317
174,2,120.050577,26.357449
174,2,119.10395,24.850695
174,2,120.160308,26.317902
174,2,119.1924,24.904951
174,2,119.975367,26.342537
180,2,119.927799,26.375915
180,2,118.892232,24.847419
180,2,119.050449,24.869457
180,2,119.947707,26.32001
180,2,120.057294,26.361671
180,2,119.128149,24.795236
180,2,120.04889,26.354087
180,2,119.2283,24.817884
180,2,120.028003,26.447943
180,2,120.074008,26.411042
180,2,120.068837,26.426319
180,2,118.952046,24.829762
180,2,120.006957,26.322397
180,2,119.974997,26.429412
180,2,120.113951,26.411357
180,2,120.042276,26.358505
180,2,119.101007,24.854545
180,2,120.16209,26.316261
180,2,119.19315,24.904601
180,2,119.980629,26.340785
186,2,119.932588,26.374768
186,2,118.901684,24.837074
186,2,119.047742,24.872917
186,2,119.944916,26.320427
186,2,120.05896,26.360577
186,2,119.131712,24.793118
186,2,120.042892,26.354791
186,2,119.232552,24.814474
186,2,120.026003,26.448334
186,2,120.069067,26.411376
186,2,120.071719,26.425391
186,2,118.955264,24.825669
186,2,120.006213,26.322684
186,2,120.113969,26.410804
186,2,120.041483,26.357741
186,2,119.106316,24.851083
186,2,120.156936,26.317121
186,2,119.195072,24.903305
186,2,119.981045,26.339766
192,2,119.927058,26.374797
192,2,118.894813,24.844843
192,2,119.051742,24.869959
192,2,119.946042,26.320329
